image_path,preprocess_ms,inference_ms,postprocess_ms,total_ms,detections,classes
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_219.JPEG,2.1128999069333076,10.828400030732155,5.8024999452754855,18.743799882940948,6,Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_22.JPEG,2.079300000332296,28.72980001848191,0.658900011330843,31.46800003014505,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_220.JPEG,2.628799993544817,11.394400033168495,2.5011999532580376,16.52439997997135,1,Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_221.JPEG,2.022800035774708,10.477600037120283,0.8215999696403742,13.322000042535365,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_222.JPEG,1.9239999819546938,10.207599960267544,6.608400028198957,18.739999970421195,5,Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_223.JPEG,1.9741000141948462,10.660499916411936,1.2117999140173197,13.846399844624102,1,Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_224.JPEG,1.9844999769702554,10.165999992750585,1.163099892437458,13.313599862158298,1,Tomato mold leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_225.JPEG,2.114500035531819,10.524900048039854,0.76149997767061,13.400900061242282,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_226.JPEG,2.34069989528507,11.20239996816963,3.72919999063015,17.27229985408485,2,Tomato leaf late blight|Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_227.JPEG,2.0463999826461077,12.172100017778575,0.6377000827342272,14.85620008315891,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_228.JPEG,2.194999950006604,11.990599916316569,0.7016999879851937,14.887299854308367,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_229.JPEG,2.4653999134898186,11.221600114367902,1.3963000383228064,15.083300066180527,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_230.JPEG,2.0664000185206532,11.774700018577278,3.319400013424456,17.160500050522387,3,Tomato leaf late blight|Tomato Early blight leaf|Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_231.JPEG,2.229599980637431,10.275900014676154,3.925599972717464,16.43109996803105,2,Tomato leaf late blight|Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_232.JPEG,2.0029000006616116,11.123100062832236,2.827600110322237,15.953600173816085,2,Tomato leaf late blight|Tomato Septoria leaf spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_233.JPEG,2.295800019055605,11.414200067520142,0.5791999865323305,14.289200073108077,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_234.JPEG,2.1829999750480056,10.349399992264807,5.265400046482682,17.797800013795495,4,Tomato leaf late blight|Tomato leaf late blight|Tomato leaf|Tomato leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_235.png,1.5727999852970243,27.099000057205558,1.9519999623298645,30.623800004832447,1,Tomato leaf late blight
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_3.JPEG,2.486899960786104,11.4440000616014,0.6840999703854322,14.614999992772937,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_43.JPEG,2.075199969112873,10.118399979546666,4.113699891604483,16.307299840264022,3,Tomato leaf mosaic virus|Tomato leaf mosaic virus|Tomato leaf yellow virus
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_89.JPEG,2.1152000408619642,10.164999985136092,4.103300045244396,16.38350007124245,3,Bell_pepper leaf|Bell_pepper leaf|Tomato leaf mosaic virus
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_90.JPEG,2.1433000219985843,10.57559996843338,2.7857000241056085,15.504600014537573,1,Tomato leaf
__SUMMARY__,,11.818,,17.777,48,"FPS≈84.61, total_runtime_s=2.868"
